PRODUCT_CATEGORY,REVENUE,STORE_LOCATION,TRANSACTION_DATE,TRANSACTION_TIME,YEAR,MONTH,MONTH_NAME,DAY_OF_MONTH,DAY_NAME,TIME_BUCKET
Tea,5,Astoria,2023-02-22,22:11.0,2023,2,Feb,22,Wed,02. Afternoon
Coffee,5,Astoria,2023-02-01,17:52.0,2023,2,Feb,1,Wed,03. Evening
Tea,5,Hell's Kitchen,2023-02-01,07:34.0,2023,2,Feb,1,Wed,03. Evening
Tea,5,Hell's Kitchen,2023-01-19,57:49.0,2023,1,Jan,19,Thu,03. Evening
Tea,5,Astoria,2023-01-19,01:41.0,2023,1,Jan,19,Thu,03. Evening
Tea,5,Lower Manhattan,2023-04-27,18:50.0,2023,4,Apr,27,Thu,01. Morning
Coffee,5,Astoria,2023-05-30,57:01.0,2023,5,May,30,Tue,01. Morning
Tea,5,Astoria,2023-05-30,53:10.0,2023,5,May,30,Tue,01. Morning
Tea,5,Astoria,2023-06-09,03:58.0,2023,6,Jun,9,Fri,03. Evening
Tea,5,Astoria,2023-05-30,18:22.0,2023,5,May,30,Tue,01. Morning
Tea,5,Lower Manhattan,2023-06-09,51:36.0,2023,6,Jun,9,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-06-09,18:42.0,2023,6,Jun,9,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-02-25,44:48.0,2023,2,Feb,25,Sat,02. Afternoon
Coffee,5,Hell's Kitchen,2023-06-09,12:54.0,2023,6,Jun,9,Fri,02. Afternoon
Coffee,5,Astoria,2023-06-09,26:57.0,2023,6,Jun,9,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-03-14,27:11.0,2023,3,Mar,14,Tue,04. Night
Coffee,5,Lower Manhattan,2023-06-08,57:28.0,2023,6,Jun,8,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-05-30,40:40.0,2023,5,May,30,Tue,01. Morning
Tea,5,Lower Manhattan,2023-03-15,21:08.0,2023,3,Mar,15,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-02-01,21:00.0,2023,2,Feb,1,Wed,01. Morning
Tea,5,Astoria,2023-01-19,28:02.0,2023,1,Jan,19,Thu,02. Afternoon
Tea,5,Lower Manhattan,2023-02-25,25:09.0,2023,2,Feb,25,Sat,03. Evening
Tea,5,Hell's Kitchen,2023-02-01,48:56.0,2023,2,Feb,1,Wed,01. Morning
Tea,5,Lower Manhattan,2023-03-15,49:22.0,2023,3,Mar,15,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-06-03,20:06.0,2023,6,Jun,3,Sat,03. Evening
Tea,5,Hell's Kitchen,2023-03-15,50:00.0,2023,3,Mar,15,Wed,01. Morning
Tea,5,Astoria,2023-06-09,59:52.0,2023,6,Jun,9,Fri,01. Morning
Tea,5,Astoria,2023-02-01,26:34.0,2023,2,Feb,1,Wed,02. Afternoon
Tea,5,Astoria,2023-05-25,04:30.0,2023,5,May,25,Thu,03. Evening
Coffee,5,Astoria,2023-03-05,50:37.0,2023,3,Mar,5,Sun,02. Afternoon
Tea,5,Hell's Kitchen,2023-04-22,38:48.0,2023,4,Apr,22,Sat,02. Afternoon
Tea,5,Astoria,2023-03-05,37:07.0,2023,3,Mar,5,Sun,03. Evening
Tea,5,Lower Manhattan,2023-06-07,49:05.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-06-05,54:00.0,2023,6,Jun,5,Mon,03. Evening
Tea,5,Hell's Kitchen,2023-03-05,26:36.0,2023,3,Mar,5,Sun,03. Evening
Coffee,5,Astoria,2023-01-17,32:57.0,2023,1,Jan,17,Tue,01. Morning
Tea,5,Astoria,2023-06-05,05:03.0,2023,6,Jun,5,Mon,03. Evening
Coffee,5,Hell's Kitchen,2023-03-05,32:10.0,2023,3,Mar,5,Sun,03. Evening
Tea,5,Astoria,2023-03-05,17:37.0,2023,3,Mar,5,Sun,03. Evening
Tea,5,Astoria,2023-06-07,47:34.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-03-05,22:27.0,2023,3,Mar,5,Sun,03. Evening
Coffee,5,Astoria,2023-03-05,33:03.0,2023,3,Mar,5,Sun,02. Afternoon
Tea,5,Astoria,2023-01-17,14:17.0,2023,1,Jan,17,Tue,01. Morning
Tea,5,Hell's Kitchen,2023-06-05,08:26.0,2023,6,Jun,5,Mon,03. Evening
Coffee,5,Lower Manhattan,2023-06-07,44:43.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-05-25,40:54.0,2023,5,May,25,Thu,03. Evening
Tea,5,Hell's Kitchen,2023-06-05,41:30.0,2023,6,Jun,5,Mon,03. Evening
Tea,5,Lower Manhattan,2023-03-06,28:29.0,2023,3,Mar,6,Mon,01. Morning
Tea,5,Astoria,2023-02-04,14:30.0,2023,2,Feb,4,Sat,03. Evening
Tea,5,Astoria,2023-06-05,49:01.0,2023,6,Jun,5,Mon,03. Evening
Tea,5,Lower Manhattan,2023-06-06,06:06.0,2023,6,Jun,6,Tue,01. Morning
Coffee,5,Hell's Kitchen,2023-05-25,53:53.0,2023,5,May,25,Thu,03. Evening
Tea,5,Lower Manhattan,2023-03-06,36:55.0,2023,3,Mar,6,Mon,01. Morning
Tea,5,Hell's Kitchen,2023-06-06,25:03.0,2023,6,Jun,6,Tue,01. Morning
Coffee,5,Lower Manhattan,2023-06-05,28:40.0,2023,6,Jun,5,Mon,02. Afternoon
Tea,5,Lower Manhattan,2023-06-05,19:55.0,2023,6,Jun,5,Mon,02. Afternoon
Tea,5,Hell's Kitchen,2023-05-26,32:40.0,2023,5,May,26,Fri,01. Morning
Tea,5,Astoria,2023-03-04,30:30.0,2023,3,Mar,4,Sat,03. Evening
Tea,5,Astoria,2023-04-23,10:51.0,2023,4,Apr,23,Sun,01. Morning
Tea,5,Lower Manhattan,2023-03-04,45:57.0,2023,3,Mar,4,Sat,03. Evening
Coffee,5,Lower Manhattan,2023-03-04,24:16.0,2023,3,Mar,4,Sat,03. Evening
Tea,5,Hell's Kitchen,2023-06-05,51:32.0,2023,6,Jun,5,Mon,02. Afternoon
Coffee,5,Hell's Kitchen,2023-06-07,42:38.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-05-26,20:17.0,2023,5,May,26,Fri,01. Morning
Coffee,5,Astoria,2023-06-07,26:51.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-04-22,41:15.0,2023,4,Apr,22,Sat,03. Evening
Tea,5,Hell's Kitchen,2023-05-26,10:18.0,2023,5,May,26,Fri,01. Morning
Tea,5,Astoria,2023-03-18,28:42.0,2023,3,Mar,18,Sat,02. Afternoon
Tea,5,Hell's Kitchen,2023-05-26,07:29.0,2023,5,May,26,Fri,01. Morning
Tea,5,Hell's Kitchen,2023-04-22,40:19.0,2023,4,Apr,22,Sat,03. Evening
Tea,5,Hell's Kitchen,2023-06-05,55:29.0,2023,6,Jun,5,Mon,02. Afternoon
Coffee,5,Lower Manhattan,2023-03-05,38:16.0,2023,3,Mar,5,Sun,01. Morning
Tea,5,Hell's Kitchen,2023-03-18,56:37.0,2023,3,Mar,18,Sat,01. Morning
Tea,5,Hell's Kitchen,2023-05-26,49:42.0,2023,5,May,26,Fri,01. Morning
Tea,5,Astoria,2023-03-03,52:38.0,2023,3,Mar,3,Fri,02. Afternoon
Tea,5,Astoria,2023-05-26,38:42.0,2023,5,May,26,Fri,01. Morning
Tea,5,Hell's Kitchen,2023-06-05,03:37.0,2023,6,Jun,5,Mon,03. Evening
Tea,5,Lower Manhattan,2023-03-05,33:42.0,2023,3,Mar,5,Sun,02. Afternoon
Coffee,5,Astoria,2023-05-26,06:03.0,2023,5,May,26,Fri,01. Morning
Tea,5,Lower Manhattan,2023-05-25,08:18.0,2023,5,May,25,Thu,01. Morning
Tea,5,Lower Manhattan,2023-02-05,33:48.0,2023,2,Feb,5,Sun,01. Morning
Tea,5,Hell's Kitchen,2023-03-07,16:22.0,2023,3,Mar,7,Tue,01. Morning
Tea,5,Astoria,2023-05-25,55:13.0,2023,5,May,25,Thu,01. Morning
Tea,5,Lower Manhattan,2023-05-25,44:55.0,2023,5,May,25,Thu,01. Morning
Tea,5,Astoria,2023-03-07,48:34.0,2023,3,Mar,7,Tue,02. Afternoon
Tea,5,Astoria,2023-03-19,04:28.0,2023,3,Mar,19,Sun,01. Morning
Tea,5,Astoria,2023-04-21,26:03.0,2023,4,Apr,21,Fri,01. Morning
Tea,5,Lower Manhattan,2023-02-05,41:06.0,2023,2,Feb,5,Sun,01. Morning
Coffee,5,Astoria,2023-04-21,11:42.0,2023,4,Apr,21,Fri,01. Morning
Tea,5,Hell's Kitchen,2023-06-06,26:11.0,2023,6,Jun,6,Tue,02. Afternoon
Coffee,5,Lower Manhattan,2023-06-06,29:05.0,2023,6,Jun,6,Tue,02. Afternoon
Tea,5,Astoria,2023-03-07,43:24.0,2023,3,Mar,7,Tue,03. Evening
Tea,5,Lower Manhattan,2023-03-07,51:58.0,2023,3,Mar,7,Tue,01. Morning
Tea,5,Lower Manhattan,2023-06-06,42:05.0,2023,6,Jun,6,Tue,02. Afternoon
Coffee,5,Astoria,2023-06-06,54:34.0,2023,6,Jun,6,Tue,02. Afternoon
Coffee,5,Hell's Kitchen,2023-06-06,58:08.0,2023,6,Jun,6,Tue,02. Afternoon
Coffee,5,Hell's Kitchen,2023-03-08,27:42.0,2023,3,Mar,8,Wed,01. Morning
Tea,5,Astoria,2023-06-06,39:48.0,2023,6,Jun,6,Tue,02. Afternoon
Tea,5,Astoria,2023-03-19,53:10.0,2023,3,Mar,19,Sun,01. Morning
Tea,5,Hell's Kitchen,2023-03-08,28:29.0,2023,3,Mar,8,Wed,01. Morning
Tea,5,Astoria,2023-03-19,02:52.0,2023,3,Mar,19,Sun,01. Morning
Tea,5,Astoria,2023-06-06,12:01.0,2023,6,Jun,6,Tue,02. Afternoon
Tea,5,Astoria,2023-04-21,34:18.0,2023,4,Apr,21,Fri,01. Morning
Tea,5,Hell's Kitchen,2023-06-06,18:14.0,2023,6,Jun,6,Tue,02. Afternoon
Tea,5,Astoria,2023-03-06,26:13.0,2023,3,Mar,6,Mon,02. Afternoon
Tea,5,Hell's Kitchen,2023-03-06,26:46.0,2023,3,Mar,6,Mon,02. Afternoon
Tea,5,Astoria,2023-04-22,37:25.0,2023,4,Apr,22,Sat,01. Morning
Tea,5,Astoria,2023-03-06,41:41.0,2023,3,Mar,6,Mon,02. Afternoon
Coffee,5,Lower Manhattan,2023-04-22,23:10.0,2023,4,Apr,22,Sat,01. Morning
Tea,5,Hell's Kitchen,2023-04-22,06:43.0,2023,4,Apr,22,Sat,01. Morning
Tea,5,Lower Manhattan,2023-05-25,21:11.0,2023,5,May,25,Thu,02. Afternoon
Tea,5,Astoria,2023-03-18,20:53.0,2023,3,Mar,18,Sat,03. Evening
Tea,5,Lower Manhattan,2023-03-06,05:03.0,2023,3,Mar,6,Mon,02. Afternoon
Tea,5,Astoria,2023-03-19,03:19.0,2023,3,Mar,19,Sun,01. Morning
Tea,5,Lower Manhattan,2023-04-22,12:46.0,2023,4,Apr,22,Sat,01. Morning
Tea,5,Hell's Kitchen,2023-06-06,45:22.0,2023,6,Jun,6,Tue,03. Evening
Tea,5,Lower Manhattan,2023-04-22,29:21.0,2023,4,Apr,22,Sat,01. Morning
Tea,5,Lower Manhattan,2023-05-26,37:04.0,2023,5,May,26,Fri,01. Morning
Tea,5,Lower Manhattan,2023-03-06,50:31.0,2023,3,Mar,6,Mon,02. Afternoon
Tea,5,Lower Manhattan,2023-06-06,29:38.0,2023,6,Jun,6,Tue,03. Evening
Coffee,5,Lower Manhattan,2023-03-06,25:38.0,2023,3,Mar,6,Mon,03. Evening
Tea,5,Astoria,2023-05-25,57:47.0,2023,5,May,25,Thu,01. Morning
Coffee,5,Astoria,2023-06-06,11:53.0,2023,6,Jun,6,Tue,03. Evening
Coffee,5,Lower Manhattan,2023-03-06,38:48.0,2023,3,Mar,6,Mon,03. Evening
Coffee,5,Hell's Kitchen,2023-06-06,26:33.0,2023,6,Jun,6,Tue,01. Morning
Coffee,5,Astoria,2023-05-25,44:26.0,2023,5,May,25,Thu,01. Morning
Tea,5,Astoria,2023-03-07,06:49.0,2023,3,Mar,7,Tue,01. Morning
Tea,5,Hell's Kitchen,2023-06-06,02:07.0,2023,6,Jun,6,Tue,02. Afternoon
Tea,5,Lower Manhattan,2023-06-06,26:52.0,2023,6,Jun,6,Tue,02. Afternoon
Tea,5,Astoria,2023-02-03,21:14.0,2023,2,Feb,3,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-05-27,18:05.0,2023,5,May,27,Sat,02. Afternoon
Tea,5,Astoria,2023-03-16,11:35.0,2023,3,Mar,16,Thu,03. Evening
Coffee,5,Lower Manhattan,2023-03-02,02:59.0,2023,3,Mar,2,Thu,03. Evening
Coffee,5,Astoria,2023-02-03,12:16.0,2023,2,Feb,3,Fri,02. Afternoon
Tea,5,Lower Manhattan,2023-02-03,30:53.0,2023,2,Feb,3,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-03-02,15:04.0,2023,3,Mar,2,Thu,03. Evening
Tea,5,Hell's Kitchen,2023-03-02,53:21.0,2023,3,Mar,2,Thu,03. Evening
Tea,5,Astoria,2023-06-07,45:25.0,2023,6,Jun,7,Wed,03. Evening
Tea,5,Lower Manhattan,2023-06-05,23:41.0,2023,6,Jun,5,Mon,01. Morning
Tea,5,Hell's Kitchen,2023-05-27,51:03.0,2023,5,May,27,Sat,01. Morning
Tea,5,Astoria,2023-02-03,59:18.0,2023,2,Feb,3,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-06-07,55:13.0,2023,6,Jun,7,Wed,03. Evening
Tea,5,Hell's Kitchen,2023-03-02,47:13.0,2023,3,Mar,2,Thu,02. Afternoon
Tea,5,Hell's Kitchen,2023-02-03,39:02.0,2023,2,Feb,3,Fri,02. Afternoon
Tea,5,Astoria,2023-06-07,03:56.0,2023,6,Jun,7,Wed,03. Evening
Coffee,5,Astoria,2023-01-18,13:45.0,2023,1,Jan,18,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-06-07,58:01.0,2023,6,Jun,7,Wed,03. Evening
Coffee,5,Astoria,2023-03-17,32:57.0,2023,3,Mar,17,Fri,01. Morning
Tea,5,Hell's Kitchen,2023-06-07,51:42.0,2023,6,Jun,7,Wed,03. Evening
Tea,5,Astoria,2023-06-07,37:27.0,2023,6,Jun,7,Wed,02. Afternoon
Coffee,5,Astoria,2023-04-24,46:49.0,2023,4,Apr,24,Mon,01. Morning
Tea,5,Lower Manhattan,2023-06-05,59:07.0,2023,6,Jun,5,Mon,01. Morning
Coffee,5,Lower Manhattan,2023-01-18,05:54.0,2023,1,Jan,18,Wed,01. Morning
Tea,5,Lower Manhattan,2023-04-24,56:43.0,2023,4,Apr,24,Mon,01. Morning
Coffee,5,Lower Manhattan,2023-03-03,20:16.0,2023,3,Mar,3,Fri,01. Morning
Tea,5,Astoria,2023-03-01,29:01.0,2023,3,Mar,1,Wed,03. Evening
Tea,5,Hell's Kitchen,2023-06-08,53:05.0,2023,6,Jun,8,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-02-03,15:33.0,2023,2,Feb,3,Fri,02. Afternoon
Tea,5,Lower Manhattan,2023-03-01,31:46.0,2023,3,Mar,1,Wed,03. Evening
Coffee,5,Hell's Kitchen,2023-05-27,09:37.0,2023,5,May,27,Sat,04. Night
Tea,5,Lower Manhattan,2023-03-16,02:50.0,2023,3,Mar,16,Thu,02. Afternoon
Tea,5,Hell's Kitchen,2023-01-18,57:35.0,2023,1,Jan,18,Wed,01. Morning
Tea,5,Lower Manhattan,2023-05-27,55:30.0,2023,5,May,27,Sat,03. Evening
Coffee,5,Lower Manhattan,2023-04-24,56:52.0,2023,4,Apr,24,Mon,02. Afternoon
Tea,5,Lower Manhattan,2023-06-04,15:15.0,2023,6,Jun,4,Sun,03. Evening
Tea,5,Hell's Kitchen,2023-04-24,22:58.0,2023,4,Apr,24,Mon,02. Afternoon
Tea,5,Lower Manhattan,2023-02-03,27:27.0,2023,2,Feb,3,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-06-04,23:26.0,2023,6,Jun,4,Sun,03. Evening
Coffee,5,Lower Manhattan,2023-01-18,00:14.0,2023,1,Jan,18,Wed,01. Morning
Tea,5,Lower Manhattan,2023-05-27,41:05.0,2023,5,May,27,Sat,03. Evening
Coffee,5,Hell's Kitchen,2023-03-02,03:18.0,2023,3,Mar,2,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-04-24,32:11.0,2023,4,Apr,24,Mon,02. Afternoon
Tea,5,Astoria,2023-03-16,35:37.0,2023,3,Mar,16,Thu,02. Afternoon
Tea,5,Lower Manhattan,2023-03-02,25:20.0,2023,3,Mar,2,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-03-02,30:52.0,2023,3,Mar,2,Thu,02. Afternoon
Tea,5,Lower Manhattan,2023-03-02,01:02.0,2023,3,Mar,2,Thu,02. Afternoon
Tea,5,Lower Manhattan,2023-03-16,09:01.0,2023,3,Mar,16,Thu,02. Afternoon
Tea,5,Hell's Kitchen,2023-05-27,46:36.0,2023,5,May,27,Sat,02. Afternoon
Tea,5,Astoria,2023-03-02,12:35.0,2023,3,Mar,2,Thu,02. Afternoon
Tea,5,Hell's Kitchen,2023-06-04,40:21.0,2023,6,Jun,4,Sun,03. Evening
Coffee,5,Hell's Kitchen,2023-03-04,57:36.0,2023,3,Mar,4,Sat,02. Afternoon
Tea,5,Astoria,2023-06-07,28:13.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Astoria,2023-05-26,29:33.0,2023,5,May,26,Fri,02. Afternoon
Tea,5,Astoria,2023-05-26,22:24.0,2023,5,May,26,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-06-05,54:21.0,2023,6,Jun,5,Mon,02. Afternoon
Coffee,5,Astoria,2023-03-04,31:19.0,2023,3,Mar,4,Sat,02. Afternoon
Tea,5,Astoria,2023-03-04,14:24.0,2023,3,Mar,4,Sat,02. Afternoon
Coffee,5,Lower Manhattan,2023-06-07,37:13.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Astoria,2023-05-26,56:02.0,2023,5,May,26,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-03-04,44:07.0,2023,3,Mar,4,Sat,02. Afternoon
Tea,5,Hell's Kitchen,2023-06-05,19:31.0,2023,6,Jun,5,Mon,02. Afternoon
Coffee,5,Lower Manhattan,2023-06-07,01:19.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-04-23,41:48.0,2023,4,Apr,23,Sun,01. Morning
Tea,5,Lower Manhattan,2023-03-17,27:40.0,2023,3,Mar,17,Fri,02. Afternoon
Tea,5,Lower Manhattan,2023-04-23,17:38.0,2023,4,Apr,23,Sun,01. Morning
Tea,5,Astoria,2023-05-26,09:09.0,2023,5,May,26,Fri,01. Morning
Tea,5,Hell's Kitchen,2023-04-23,15:17.0,2023,4,Apr,23,Sun,01. Morning
Coffee,5,Astoria,2023-06-07,57:46.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Astoria,2023-02-04,04:51.0,2023,2,Feb,4,Sat,02. Afternoon
Tea,5,Hell's Kitchen,2023-03-04,16:24.0,2023,3,Mar,4,Sat,02. Afternoon
Tea,5,Lower Manhattan,2023-02-04,16:24.0,2023,2,Feb,4,Sat,02. Afternoon
Tea,5,Lower Manhattan,2023-06-07,57:04.0,2023,6,Jun,7,Wed,01. Morning
Tea,5,Astoria,2023-03-04,17:47.0,2023,3,Mar,4,Sat,02. Afternoon
Coffee,5,Astoria,2023-06-05,59:54.0,2023,6,Jun,5,Mon,02. Afternoon
Tea,5,Hell's Kitchen,2023-05-26,52:06.0,2023,5,May,26,Fri,01. Morning
Coffee,5,Lower Manhattan,2023-03-03,50:47.0,2023,3,Mar,3,Fri,03. Evening
Tea,5,Hell's Kitchen,2023-03-03,25:50.0,2023,3,Mar,3,Fri,02. Afternoon
Coffee,5,Lower Manhattan,2023-03-17,05:46.0,2023,3,Mar,17,Fri,01. Morning
Tea,5,Hell's Kitchen,2023-01-17,38:13.0,2023,1,Jan,17,Tue,03. Evening
Tea,5,Hell's Kitchen,2023-03-03,49:25.0,2023,3,Mar,3,Fri,02. Afternoon
Tea,5,Lower Manhattan,2023-03-17,37:48.0,2023,3,Mar,17,Fri,01. Morning
Tea,5,Lower Manhattan,2023-04-23,01:47.0,2023,4,Apr,23,Sun,03. Evening
Tea,5,Astoria,2023-03-03,59:18.0,2023,3,Mar,3,Fri,02. Afternoon
Tea,5,Astoria,2023-03-17,53:03.0,2023,3,Mar,17,Fri,01. Morning
Tea,5,Astoria,2023-01-17,32:51.0,2023,1,Jan,17,Tue,02. Afternoon
Tea,5,Hell's Kitchen,2023-02-03,07:26.0,2023,2,Feb,3,Fri,03. Evening
Coffee,5,Astoria,2023-04-23,25:15.0,2023,4,Apr,23,Sun,02. Afternoon
Coffee,5,Astoria,2023-06-07,49:15.0,2023,6,Jun,7,Wed,02. Afternoon
Tea,5,Hell's Kitchen,2023-02-23,21:25.0,2023,2,Feb,23,Thu,03. Evening
Coffee,5,Hell's Kitchen,2023-05-26,19:33.0,2023,5,May,26,Fri,03. Evening
Tea,5,Lower Manhattan,2023-05-26,49:34.0,2023,5,May,26,Fri,03. Evening
Coffee,5,Lower Manhattan,2023-03-03,49:47.0,2023,3,Mar,3,Fri,03. Evening
Tea,5,Hell's Kitchen,2023-03-03,34:55.0,2023,3,Mar,3,Fri,03. Evening
Tea,5,Astoria,2023-05-26,37:40.0,2023,5,May,26,Fri,03. Evening
Tea,5,Lower Manhattan,2023-06-07,47:04.0,2023,6,Jun,7,Wed,02. Afternoon
Tea,5,Hell's Kitchen,2023-04-23,20:41.0,2023,4,Apr,23,Sun,02. Afternoon
Coffee,5,Astoria,2023-06-07,40:17.0,2023,6,Jun,7,Wed,02. Afternoon
Coffee,5,Astoria,2023-05-26,12:02.0,2023,5,May,26,Fri,03. Evening
Coffee,5,Hell's Kitchen,2023-06-07,30:03.0,2023,6,Jun,7,Wed,02. Afternoon
Tea,5,Astoria,2023-03-03,29:38.0,2023,3,Mar,3,Fri,03. Evening
Tea,5,Lower Manhattan,2023-06-04,17:21.0,2023,6,Jun,4,Sun,02. Afternoon
Coffee,5,Astoria,2023-01-26,01:24.0,2023,1,Jan,26,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-06-04,03:01.0,2023,6,Jun,4,Sun,02. Afternoon
Tea,5,Astoria,2023-06-04,45:52.0,2023,6,Jun,4,Sun,02. Afternoon
Tea,5,Lower Manhattan,2023-01-26,04:14.0,2023,1,Jan,26,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-06-13,18:53.0,2023,6,Jun,13,Tue,03. Evening
Tea,5,Astoria,2023-05-31,20:05.0,2023,5,May,31,Wed,02. Afternoon
Tea,5,Astoria,2023-06-04,26:45.0,2023,6,Jun,4,Sun,02. Afternoon
Tea,5,Hell's Kitchen,2023-05-02,20:52.0,2023,5,May,2,Tue,01. Morning
Coffee,5,Hell's Kitchen,2023-03-10,05:33.0,2023,3,Mar,10,Fri,01. Morning
Tea,5,Lower Manhattan,2023-01-26,39:37.0,2023,1,Jan,26,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-01-23,23:18.0,2023,1,Jan,23,Mon,01. Morning
Coffee,5,Hell's Kitchen,2023-01-26,41:44.0,2023,1,Jan,26,Thu,01. Morning
Tea,5,Hell's Kitchen,2023-06-04,27:54.0,2023,6,Jun,4,Sun,02. Afternoon
Tea,5,Lower Manhattan,2023-03-10,30:00.0,2023,3,Mar,10,Fri,02. Afternoon
Tea,5,Hell's Kitchen,2023-02-13,11:44.0,2023,2,Feb,13,Mon,03. Evening
Tea,5,Lower Manhattan,2023-06-04,16:10.0,2023,6,Jun,4,Sun,02. Afternoon
Tea,5,Astoria,2023-05-31,32:57.0,2023,5,May,31,Wed,03. Evening
Tea,5,Astoria,2023-02-14,10:25.0,2023,2,Feb,14,Tue,01. Morning
Tea,5,Astoria,2023-05-31,08:37.0,2023,5,May,31,Wed,03. Evening
Tea,5,Hell's Kitchen,2023-06-13,23:27.0,2023,6,Jun,13,Tue,02. Afternoon
Coffee,5,Hell's Kitchen,2023-06-13,59:54.0,2023,6,Jun,13,Tue,02. Afternoon
Tea,5,Astoria,2023-05-31,00:33.0,2023,5,May,31,Wed,03. Evening
Coffee,5,Lower Manhattan,2023-05-01,13:32.0,2023,5,May,1,Mon,03. Evening
Tea,5,Lower Manhattan,2023-06-04,22:53.0,2023,6,Jun,4,Sun,01. Morning
Tea,5,Lower Manhattan,2023-06-04,04:45.0,2023,6,Jun,4,Sun,01. Morning
Tea,5,Lower Manhattan,2023-02-12,03:04.0,2023,2,Feb,12,Sun,03. Evening
Tea,5,Lower Manhattan,2023-03-10,34:18.0,2023,3,Mar,10,Fri,01. Morning
Tea,5,Lower Manhattan,2023-06-13,22:22.0,2023,6,Jun,13,Tue,03. Evening
Tea,5,Lower Manhattan,2023-02-12,36:01.0,2023,2,Feb,12,Sun,03. Evening
Tea,5,Astoria,2023-01-25,02:25.0,2023,1,Jan,25,Wed,03. Evening
Tea,5,Astoria,2023-05-31,18:16.0,2023,5,May,31,Wed,01. Morning
Tea,5,Lower Manhattan,2023-06-13,39:37.0,2023,6,Jun,13,Tue,03. Evening
Tea,5,Hell's Kitchen,2023-02-13,05:11.0,2023,2,Feb,13,Mon,01. Morning
Tea,5,Lower Manhattan,2023-06-13,07:44.0,2023,6,Jun,13,Tue,03. Evening
Tea,5,Lower Manhattan,2023-06-13,06:10.0,2023,6,Jun,13,Tue,03. Evening
Tea,5,Astoria,2023-05-02,05:06.0,2023,5,May,2,Tue,02. Afternoon
Tea,5,Astoria,2023-06-04,02:51.0,2023,6,Jun,4,Sun,03. Evening
Tea,5,Astoria,2023-03-10,18:16.0,2023,3,Mar,10,Fri,01. Morning
Tea,5,Astoria,2023-06-13,31:33.0,2023,6,Jun,13,Tue,02. Afternoon
Coffee,5,Lower Manhattan,2023-03-10,35:59.0,2023,3,Mar,10,Fri,01. Morning
Tea,5,Lower Manhattan,2023-05-31,59:57.0,2023,5,May,31,Wed,01. Morning
Tea,5,Hell's Kitchen,2023-02-13,16:43.0,2023,2,Feb,13,Mon,01. Morning
Coffee,5,Lower Manhattan,2023-02-13,00:54.0,2023,2,Feb,13,Mon,01. Morning
Tea,5,Hell's Kitchen,2023-02-13,05:09.0,2023,2,Feb,13,Mon,01. Morning
Tea,5,Hell's Kitchen,2023-05-31,13:44.0,2023,5,May,31,Wed,02. Afternoon
Coffee,5,Lower Manhattan,2023-06-04,12:45.0,2023,6,Jun,4,Sun,02. Afternoon
Tea,5,Lower Manhattan,2023-02-13,22:20.0,2023,2,Feb,13,Mon,01. Morning
Tea,5,Lower Manhattan,2023-02-13,28:30.0,2023,2,Feb,13,Mon,01. Morning
Coffee,5,Astoria,2023-02-13,35:37.0,2023,2,Feb,13,Mon,01. Morning
Tea,5,Hell's Kitchen,2023-05-02,17:59.0,2023,5,May,2,Tue,01. Morning
Tea,5,Astoria,2023-03-11,27:39.0,2023,3,Mar,11,Sat,01. Morning
Tea,5,Hell's Kitchen,2023-05-01,11:15.0,2023,5,May,1,Mon,02. Afternoon
Tea,5,Hell's Kitchen,2023-06-03,35:29.0,2023,6,Jun,3,Sat,03. Evening
Tea,5,Hell's Kitchen,2023-06-03,27:24.0,2023,6,Jun,3,Sat,03. Evening
Tea,5,Lower Manhattan,2023-02-15,56:01.0,2023,2,Feb,15,Wed,01. Morning
